epoch,train_loss,val_loss,val_precision_micro,val_recall_micro,val_f1_micro,val_f1_macro,val_hamming_loss
1,0.5631538331508636,0.526334200439782,0.7083333333333334,0.5895953757225434,0.6435331230283912,0.5982683651523893,0.2435344827586207
2,0.3788647307002026,0.505828942718177,0.7555555555555555,0.5895953757225434,0.6623376623376623,0.63001255617235,0.22413793103448276
3,0.22179747282162957,0.5427119536646481,0.7214285714285714,0.5838150289017341,0.645367412140575,0.6137639636897192,0.23922413793103448
4,0.1341956504661104,0.5681704585922176,0.7123287671232876,0.6011560693641619,0.6520376175548589,0.6381441514528731,0.23922413793103448
5,0.10103973454755286,0.5747720147001332,0.7006802721088435,0.5953757225433526,0.64375,0.6228956228956228,0.24568965517241378
