epoch,train_loss,val_loss,val_precision_micro,val_recall_micro,val_f1_micro,val_f1_macro,val_hamming_loss
1,0.6148000279198522,0.6089319504540542,0.6346153846153846,0.3815028901734104,0.47653429602888087,0.3183535015502594,0.3125
2,0.5717751355274864,0.5921101724279338,0.6605504587155964,0.4161849710982659,0.5106382978723404,0.41132157316367846,0.2974137931034483
3,0.5187262009019437,0.5446274701891274,0.7049180327868853,0.49710982658959535,0.5830508474576271,0.4852890288177899,0.2650862068965517
4,0.46157773163007654,0.5410944243957256,0.7045454545454546,0.5375722543352601,0.6098360655737705,0.5187234919294861,0.25646551724137934
5,0.42259951182033706,0.5365008937901464,0.7142857142857143,0.5202312138728323,0.6020066889632107,0.5133816914575471,0.25646551724137934
